#{"t_start": 1764373019.9330518, "env_id": "merge-v0"}
4.401481,5,190.693483
8.059265,9,190.872059
8.059265,9,191.089278
3.331454,4,191.16929
8.059265,9,191.358338
8.059265,9,191.530178
6.258191,7,191.688517
6.162942,7,191.83193
7.257396,8,191.98793
5.868424,7,192.090475
5.034542,6,192.224584
4.177876,5,192.306317
6.98939,8,192.483463
6.083871,7,192.630847
5.111648,6,192.733606
4.225167,5,192.86512
11.308879,14,193.125308
6.967279,8,193.271333
11.835677,15,193.574591
13.717346,15,193.905756
13.66179,15,194.162114
12.688607,15,194.455086
5.303054,6,194.587888
7.277809,8,194.741517
3.401481,4,194.819528
6.225797,7,194.930777
4.382123,5,195.06423
8.059265,9,195.301584
3.053054,4,195.382893
6.871485,8,195.534936
4.364056,5,195.624739
5.237991,6,195.756422
5.303054,6,195.849777
4.444444,5,195.942633
6.265912,7,196.105224
5.882123,7,196.247054
5.764407,7,196.389291
12.939568,15,196.648297
4.750181,6,196.784619
10.972488,15,197.086829
8.413045,10,197.254767
12.549718,15,197.54582
12.995123,15,197.861374
5.154658,6,197.971954
8.059265,9,198.14732
6.959825,8,198.301051
4.382123,5,198.48209
3.401481,4,198.557143
13.856234,15,198.810299
11.94471,15,199.108902
8.059265,9,199.270207
4.347193,5,199.437144
6.140332,7,199.540338
5.128279,6,199.668141
7.628943,9,199.826147
8.031487,9,200.002801
4.363553,5,200.137221
13.939568,16,200.440403
6.16811,7,200.537834
6.232197,7,200.67535
4.444444,5,200.757547
4.382123,5,200.882884
7.724104,9,201.041276
6.959825,8,201.195062
6.934709,8,201.352347
3.975167,5,201.434169
10.614434,14,201.72089
3.394444,4,201.795135
6.185849,7,201.895472
7.174063,8,202.044865
6.185849,7,202.184015
4.347193,5,202.265271
4.256764,5,202.387567
8.059265,9,202.546014
7.830435,9,202.707326
5.256764,6,202.83689
6.265912,7,202.945921
5.774575,7,203.081533
13.772901,15,203.369804
5.250537,6,203.460822
6.21129,7,203.602245
6.242299,7,203.741584
3.347193,4,203.874133
3.401481,4,203.950032
6.258191,7,204.089416
5.034542,6,204.178206
12.218331,14,204.454966
14.41179,16,204.745544
5.303054,6,204.838176
6.27061,7,204.976385
13.745123,15,205.256411
12.744728,17,205.550134
13.891832,17,205.852427
13.772901,15,206.144293
8.059265,9,206.301174
5.990292,7,206.438325
6.265912,7,206.578722
3.303054,4,206.651646
12.725165,14,206.892005
4.318148,5,206.971958
6.826289,8,207.122492
11.833599,15,207.405438
4.098781,5,207.48682
12.52194,15,207.766268
12.549718,15,208.050585
8.530198,10,208.212304
11.833599,15,208.502546
12.752943,15,208.787165
12.66961,15,209.071149
4.363553,5,209.151182
6.037272,7,209.286037
5.316765,6,209.373803
4.237991,5,209.456197
8.06402,9,209.653784
4.205654,5,209.734202
13.772901,15,210.019885
3.28022,4,210.093034
12.549718,15,210.335768
15.189568,17,210.685851
13.384012,15,210.934116
12.752943,14,211.217845
6.950777,8,211.362628
7.904861,9,211.517477
5.226841,6,211.644544
13.724641,16,211.941964
8.680289,10,212.102389
12.633051,15,212.383712
3.380339,4,212.456875
12.577496,15,212.740667
13.856234,15,213.007101
11.889155,15,213.358988
4.265912,5,213.440757
7.10483,8,213.589578
11.861377,15,213.879228
13.689568,15,214.155132
12.800679,15,214.438414
6.994226,8,214.585134
13.828457,15,214.825236
11.889155,15,215.114931
5.1881,6,215.241554
3.401481,4,215.315151
11.891233,15,215.558804
11.889155,15,215.839917
5.166848,6,215.965899
11.331977,15,216.209431
12.245123,14,216.487906
6.950777,8,216.635932
8.031487,9,216.792186
5.278315,6,216.924042
6.697872,8,217.06853
6.185305,7,217.165124
4.247488,5,217.285006
12.725165,14,217.527373
3.347193,4,217.598783
13.050679,14,217.882369
11.392212,14,218.123318
6.942771,8,218.27117
6.097424,7,218.408457
7.975932,9,218.56747
6.915098,8,218.715022
5.278315,6,218.844189
4.382123,5,218.928136
11.889155,15,219.205182
9.299749,12,219.433369
11.805821,15,219.687456
11.833599,15,219.982902
10.696944,12,220.208142
5.326012,6,220.359539
4.303054,5,220.44316
7.696327,9,220.608042
3.401481,4,220.683338
8.031487,9,220.844706
4.373704,5,220.972822
11.392212,14,221.212811
4.127023,5,221.293676
3.422222,4,221.365536
3.364056,4,221.443737
5.333438,6,221.572821
7.049781,8,221.715733
3.347945,4,221.786603
6.984285,8,221.935938
13.050679,14,222.178749
3.316765,4,222.251294
7.901231,9,222.441763
11.833599,15,222.702729
13.745123,15,222.981982
3.292185,4,223.052854
13.81734,15,223.346651
3.401481,4,223.41978
10.167653,12,223.642373
4.237991,5,223.721374
5.237991,6,223.849198
6.276234,7,223.947081
5.316765,6,224.074377
6.916611,8,224.218026
6.257396,7,224.356012
8.059265,9,224.516017
4.237991,5,224.597258
6.114686,7,224.73265
4.290258,5,224.811933
8.031487,9,224.970617
8.031487,9,225.167133
4.444444,5,225.246683
6.198019,7,225.385169
5.194982,6,225.476097
3.388889,4,225.548151
3.275899,4,225.621909
11.861377,15,225.911549
15.217346,17,226.216706
3.382123,4,226.288498
3.422222,4,226.359464
12.218331,14,226.653199
7.975932,9,226.814043
11.143206,14,227.07079
5.203037,6,227.197824
4.126102,5,227.279048
6.995056,8,227.426934
3.280723,4,227.501404
12.967346,14,227.778487
6.277778,7,227.875309
6.881845,8,228.026032
7.975932,9,228.222212
11.364434,14,228.460764
13.050679,14,228.73079
11.392212,14,228.971929
7.975932,9,229.129468
6.225797,7,229.332826
5.275128,6,229.474714
13.050679,14,229.73113
4.194626,5,229.813285
3.398383,4,229.887447
3.380339,4,229.965097
8.650864,10,230.169503
12.633051,15,230.466561
12.633051,15,230.804519
8.650864,10,231.01761
15.189568,17,231.339166
7.902515,9,231.502243
7.975932,9,231.720644
7.975932,9,231.89898
5.206925,6,231.99972
6.909623,8,232.153247
6.927609,8,232.303552
11.466052,14,232.588047
7.975932,9,232.753019
5.01667,6,232.886974
4.319963,5,232.970812
4.207864,5,233.050615
13.828457,15,233.336357
15.245123,17,233.650845
11.889155,15,233.953476
7.774197,9,234.13295
4.318148,5,234.221534
7.892598,9,234.423846
6.107387,7,234.527806
3.331454,4,234.600901
7.975932,9,234.804047
11.916933,15,235.056506
11.916933,15,235.355296
8.680289,10,235.558812
7.975932,9,235.721298
7.087433,8,235.934161
11.889155,15,236.241939
3.380339,4,236.316687
7.842258,9,236.478932
7.975932,9,236.641626
9.001395,11,236.865265
4.303054,5,236.967421
8.059265,9,237.143349
7.975932,9,237.345589
6.980174,8,237.495653
5.347193,6,237.588744
5.303054,6,237.71888
11.170983,14,237.979704
3.318148,4,238.05842
3.28022,4,238.134747
13.467346,15,238.435312
8.66179,10,238.607982
12.605273,15,238.900836
3.319963,4,238.974538
4.176639,5,239.058498
4.182115,5,239.188948
12.605273,15,239.447658
13.745123,15,239.749515
13.300679,15,240.056262
13.828457,15,240.354539
13.800679,15,240.619204
8.652511,10,240.833537
3.380339,4,240.90969
13.66179,15,241.193296
8.551038,10,241.358438
13.717346,15,241.654719
13.717346,15,241.964013
3.370605,4,242.036492
9.439926,11,242.212088
12.577496,15,242.546641
13.717346,15,242.839163
7.059265,8,243.005484
4.422222,5,243.08848
7.975932,9,243.260896
6.242299,7,243.416303
6.185305,7,243.568415
5.219276,6,243.662849
6.942419,8,243.816831
4.331454,5,243.956629
3.207037,4,244.093685
3.382123,4,244.171233
6.258191,7,244.28173
11.143206,14,244.62964
12.218331,14,244.888138
13.745123,15,245.195809
8.650864,10,245.403521
13.828457,15,245.665867
3.354346,4,245.739716
8.031487,9,245.940346
6.198019,7,246.044255
4.150098,5,246.16844
3.366667,4,246.248374
4.182436,5,246.33532
4.043547,5,246.415679
11.336657,14,246.699401
3.29879,4,246.778509
11.336657,14,247.0239
4.225167,5,247.108955
13.717346,15,247.403658
3.220343,4,247.476028
8.551038,10,247.686385
12.162776,14,247.942267
3.401481,4,248.029259
7.975932,9,248.199519
13.078457,14,248.493578
7.009116,8,248.646224
5.23871,6,248.738229
3.243235,4,248.81435
7.975932,9,249.029224
13.050679,14,249.269821
11.392212,14,249.55878
11.364434,14,249.817325
12.939568,14,250.091998
7.09073,8,250.241324
11.225546,14,250.487536
6.94183,8,250.641138
3.354346,4,250.711874
11.392212,14,250.995023
7.659199,9,251.15612
3.382123,4,251.227796
5.267168,6,251.316611
4.237991,5,251.437693
8.031487,9,251.596817
3.444444,4,251.670293
11.41999,14,251.906524
4.380339,5,252.026093
12.218331,14,252.270233
13.791185,15,252.557708
13.745123,15,252.847046
4.182115,5,252.928754
13.856234,15,253.259029
7.892026,9,253.414749
8.642333,10,253.58814
3.444444,4,253.662454
13.856234,15,253.954656
4.422222,5,254.034932
7.539307,9,254.2363
4.305556,5,254.316417
4.364056,5,254.400229
3.347193,4,254.4739
4.382123,5,254.556729
7.975932,9,254.753133
3.364056,4,254.825045
4.364056,5,254.904508
13.856234,15,255.191917
13.772901,15,255.438496
4.191943,5,255.562632
12.995123,14,255.80454
5.208299,6,255.931523
5.179251,6,256.019718
6.915098,8,256.169586
5.347193,6,256.297478
7.975932,9,256.45542
11.466052,14,256.691695
4.331454,5,256.818582
4.364056,5,256.903424
5.229618,6,256.991073
5.156959,6,257.123813
13.050679,14,257.37207
11.41999,14,257.65387
7.975932,9,257.811114
5.256764,6,257.939038
7.975932,9,258.09698
3.444444,4,258.168519
11.392212,14,258.415267
3.361111,4,258.488135
4.152308,5,258.612972
11.69471,15,258.865544
7.874737,9,259.059123
12.790224,15,259.309942
5.295848,6,259.442836
13.124518,14,259.690283
4.316765,5,259.813841
3.401481,4,259.887215
11.52156,14,260.13469
4.093096,5,260.214209
11.141591,15,260.505153
14.495123,16,260.805746
4.135943,5,260.88849
11.392212,14,261.172609
7.095823,8,261.317424
5.189341,6,261.40564
11.392212,14,261.686689
7.793634,9,261.842425
11.281101,14,262.115726
5.100501,6,262.204725
12.10722,14,262.490828
3.422222,4,262.563258
12.624518,14,262.801929
5.290258,6,262.928963
6.241405,7,263.028952
5.331454,6,263.155011
3.331454,4,263.227325
3.123704,4,263.297971
6.197814,7,263.438081
5.237991,6,263.526649
4.267168,5,263.606743
6.904629,8,263.752675
6.275128,7,263.893372
4.247054,5,263.973362
4.364056,5,264.091186
3.316765,4,264.162192
11.226492,14,264.407903
13.078457,14,264.684116
11.916933,15,264.924246
14.541185,16,265.222598
11.735352,13,265.496812
3.363553,4,265.568785
12.264393,14,265.812881
10.67831,14,266.092002
13.717346,15,266.344061
14.457852,16,266.634874
11.466052,14,266.91805
11.115428,14,267.160828
7.511529,9,267.359655
7.975932,9,267.515183
6.276234,7,267.649057
7.948154,9,267.806531
8.055677,10,267.97212
7.975932,9,268.167344
6.844276,8,268.312648
11.253323,14,268.547266
13.800679,15,268.836122
13.720949,16,269.124886
8.086896,11,269.332252
11.078815,13,269.557624
13.078457,14,269.797422
7.003868,8,269.944191
3.401481,4,270.01572
7.975932,9,270.21283
7.07839,8,270.359728
11.466052,14,270.602059
13.729396,16,270.899015
13.856234,15,271.183126
4.275899,5,271.269007
13.050679,14,271.550463
7.072341,8,271.697511
8.607489,10,271.856006
13.078457,14,272.135596
5.197872,6,272.223197
11.216052,14,272.496642
4.370605,5,272.576822
12.319901,14,272.821219
13.66179,15,273.109023
13.707852,15,273.38905
10.858968,14,273.629641
13.096741,14,273.908545
5.245363,6,273.996866
4.303676,5,274.117669
6.26386,7,274.214566
7.975932,9,274.413615
7.975932,9,274.570661
9.566792,12,274.871593
4.176345,5,274.953378
8.607489,10,275.152335
7.003868,8,275.298442
11.170983,14,275.539408
7.04141,8,275.687548
5.207644,6,275.816971
11.392212,14,276.05172
12.264393,14,276.328301
5.220343,6,276.41539
11.466052,14,276.69128
11.170983,14,276.931579
5.207644,6,277.057407
7.849189,9,277.210849
4.288987,5,277.291797
7.975932,9,277.453249
5.231985,6,277.581057
11.466052,14,277.820092
3.380339,4,277.894257
8.62723,10,278.092229
11.466052,14,278.330471
7.087433,8,278.480275
7.975932,9,278.680993
5.295848,6,278.767917
4.06232,5,278.847183
4.318148,5,278.971951
4.220343,5,279.073028
7.892598,9,279.230787
7.892598,9,279.383747
4.333333,5,279.50409
8.00371,9,279.660332
3.361111,4,279.735769
6.220679,7,279.873209
6.844276,8,280.021023
6.090366,7,280.121783
6.230413,7,280.258938
6.904629,8,280.416523
7.975932,9,280.574473
7.975932,9,280.774625
13.91179,15,281.047178
13.050679,14,281.324004
7.975932,9,281.497032
11.41999,14,281.781822
11.41999,14,282.019582
7.07839,8,282.161512
7.829753,9,282.314953
12.74445,17,282.657025
15.189568,17,282.961142
15.189568,17,283.271115
12.689172,17,283.572179
4.201726,5,283.696394
8.613531,10,283.86188
13.078457,14,284.146183
11.392212,14,284.388535
13.856234,15,284.679977
13.856234,15,284.974575
11.41999,14,285.208154
4.1881,5,285.288893
13.050679,14,285.575744
11.41999,14,285.822145
8.571384,10,286.026631
4.176345,5,286.107061
9.61412,12,286.336643
6.133522,7,286.477681
12.438607,15,286.763873
13.16179,15,287.012601
11.281101,14,287.296828
11.225546,14,287.540632
3.29037,4,287.611782
10.83765,14,287.888535
12.995123,14,288.129455
3.233431,4,288.201424
6.864667,8,288.349479
5.996285,7,288.490654
7.842451,9,288.647243
11.308879,14,288.922843
12.995123,14,289.16202
13.078457,14,289.441608
13.856234,15,289.727762
13.078457,14,289.971333
4.363553,5,290.051564
7.975932,9,290.252771
11.143206,14,290.499089
6.183512,7,290.637634
4.956343,6,290.724108
7.821412,9,290.916002
10.32667,12,291.138067
13.66179,15,291.378166
7.066505,9,291.580591
7.772899,9,291.735753
13.66179,15,292.025693
6.054012,7,292.124081
12.772901,14,292.400041
6.892757,8,292.551248
10.697768,14,292.797762
7.257396,8,292.94787
6.969608,8,293.098652
7.050612,8,293.244623
6.975778,8,293.446335
4.347193,5,293.568352
12.190554,14,293.806646
7.975932,9,293.966093
5.068975,6,294.137368
11.392212,14,294.378511
3.318148,4,294.452933
5.125514,6,294.585372
7.031162,8,294.737085
12.079443,14,294.977735
10.285682,12,295.200672
12.391832,14,295.487366
4.318148,5,295.568929
6.156057,7,295.70738
4.30566,5,295.788256
7.07839,8,295.932925
5.020077,6,296.062431
5.206925,6,296.1526
7.095823,8,296.301298
13.800679,15,296.595363
11.392212,14,296.832936
4.326568,5,296.959051
11.807899,15,297.199042
11.364434,14,297.476727
5.160322,6,297.56822
3.252945,4,297.643968
5.154337,6,297.772046
9.69675,12,297.997146
11.735352,13,298.234806
3.373704,4,298.30779
3.373704,4,298.380903
12.604279,14,298.65277
12.114054,14,298.896874
11.447767,14,299.174762
3.363553,4,299.247148
13.134004,14,299.493112
3.363553,4,299.567868
13.078457,14,299.84632
11.392212,14,300.08341
5.111648,6,300.213652
5.26807,6,300.30452
5.154658,6,300.435669
5.206925,6,300.525366
6.88732,8,300.676226
7.948154,9,300.867324
7.920376,9,301.108982
6.994226,8,301.273827
8.059265,9,301.456488
7.10483,8,301.612098
7.07839,8,301.760124
3.416667,4,301.832642
12.218331,14,302.087676
13.078457,14,302.373772
7.856232,9,302.621671
11.916933,15,302.941123
11.41999,14,303.193061
7.483215,9,303.393103
11.41999,14,303.637182
3.398383,4,303.710428
4.242299,5,303.796891
11.916933,15,304.101648
12.52194,15,304.384991
12.135875,16,304.706576
7.808012,9,304.86287
6.969608,8,305.015704
13.124518,14,305.302611
3.444444,4,305.37586
7.975932,9,305.537512
7.036894,8,305.704239
3.398383,4,305.776805
11.41999,14,306.020034
8.620004,10,306.225403
13.856234,15,306.520324
4.176639,5,306.60745
11.466052,14,306.857002
4.242299,5,306.982214
13.078457,14,307.228345
6.904629,8,307.37496
4.333438,5,307.456432
11.225537,14,307.742829
8.06402,9,307.904557
8.06402,9,308.063845
5.176345,6,308.194937
4.18615,5,308.274719
12.023887,14,308.556193
14.328457,17,308.864537
15.189568,17,309.177211
14.439568,16,309.479914
6.943916,8,309.632866
4.146217,5,309.742159
6.276234,7,309.884851
3.422222,4,309.961486
13.124518,14,310.258129
5.207644,6,310.346575
6.198019,7,310.495513
5.292771,6,310.583473
4.242299,5,310.712254
6.21129,7,310.813255
11.41999,14,311.102189
7.013645,8,311.253941
6.909623,8,311.404961
13.91179,15,311.705121
7.975932,9,311.864673
7.975932,9,312.027984
11.466052,14,312.324586
4.071325,5,312.407726
6.975778,8,312.557027
7.975932,9,312.717238
7.975932,9,312.880212
7.975932,9,313.097962
7.049781,8,313.247949
12.44738,14,313.506479
7.814687,9,313.673606
12.661394,17,314.022526
12.249703,16,314.318246
6.981338,8,314.467858
7.975932,9,314.630897
5.118507,6,314.722258
3.363553,4,314.798128
12.218331,14,315.088796
7.079618,8,315.241026
5.861111,7,315.381852
5.145673,6,315.474323
7.975932,9,315.634992
6.029733,7,315.79009
3.398383,4,315.864027
7.007827,8,316.019503
5.196567,6,316.151394
10.389875,12,316.400097
7.975932,9,316.559933
7.10483,8,316.707981
7.589,9,316.873739
14.624518,16,317.193668
12.273887,14,317.476144
4.201726,5,317.560673
12.190552,14,317.835632
4.146217,5,317.969657
13.078457,14,318.230737
4.416667,5,318.31652
5.1881,6,318.45555
3.380339,4,318.53618
4.153617,5,318.627875
3.347945,4,318.704633
13.384012,15,319.02772
11.170983,14,319.299678
15.189568,17,319.692424
15.291185,17,320.030737
13.800679,15,320.338923
7.975932,9,320.52234
7.975932,9,320.690837
7.040268,8,320.845625
3.444444,4,320.919369
10.343162,12,321.193123
4.173431,5,321.2772
5.231985,6,321.408309
7.050612,8,321.557263
11.716385,14,321.811085
9.755283,12,322.036304
12.995123,14,322.340376
11.392212,14,322.577383
7.975932,9,322.782399
13.078457,14,323.030514
13.078457,14,323.309889
6.909623,8,323.45904
7.049781,8,323.605546
7.975932,9,323.764473
6.959825,8,323.912153
11.641775,13,324.141362
7.975932,9,324.301375
5.163876,6,324.430881
7.948154,9,324.588659
8.06402,9,324.746028
7.975932,9,324.95757
7.975932,9,325.116479
7.940729,9,325.271883
7.975932,9,325.430596
7.036894,8,325.578661
4.225167,5,325.700749
3.319963,4,325.772399
7.975932,9,325.931341
13.050679,14,326.170601
7.036894,8,326.319131
13.078457,14,326.592723
6.967841,8,326.7466
10.893024,14,326.991358
8.93407,11,327.210783
7.065568,8,327.358168
8.434529,10,327.563093
8.324613,10,327.72816
7.07839,8,327.874677
13.745123,15,328.164601
11.392212,14,328.399953
11.972488,15,328.692413
12.162776,14,328.967193
11.41999,14,329.20319
7.040875,8,329.346617
13.051664,15,329.638975
9.637602,12,329.856016
5.196567,6,329.9487
5.194549,6,330.075568
6.879151,8,330.221558
11.41999,14,330.458209
7.975932,9,330.655567
4.18615,5,330.737776
8.031487,9,330.897124
7.257396,8,331.045499
5.201726,6,331.172865
6.919133,8,331.316897
12.121092,14,331.563257
11.41999,14,331.836273
4.416667,5,331.9159
6.959825,8,332.064605
4.257396,5,332.145691
7.114495,8,332.290429
10.972884,12,332.512771
13.050679,14,332.789666
12.218331,14,333.028916
12.744719,17,333.321959
15.189568,17,333.667497
12.318879,16,333.953163
6.932658,8,334.101534
11.494323,14,334.343124
13.078457,14,334.62309
7.07839,8,334.765548
13.745123,15,335.022752
13.050679,14,335.298316
11.364434,14,335.539329
12.995123,14,335.816001
4.035174,5,335.899916
11.438274,14,336.17979
4.098061,5,336.260242
3.363553,4,336.33283
5.247191,6,336.42428
12.41179,14,336.702177
11.619793,13,336.934442
13.078457,14,337.21154
12.995123,14,337.445783
8.618286,10,337.64637
13.856234,15,337.890765
4.12688,5,338.014341
6.736411,8,338.163057
4.090098,5,338.243705
12.995123,14,338.487416
12.135875,16,338.772807
12.135875,16,339.067242
15.189568,17,339.400485
7.975932,9,339.563044
3.380339,4,339.634461
12.44738,14,339.879583
5.285091,6,340.007427
6.937977,8,340.153465
11.41999,14,340.459657
11.972488,15,340.750695
11.91901,15,341.044367
4.106007,5,341.124807
7.787469,9,341.277678
11.972488,15,341.572446
5.989008,7,341.709652
3.264612,4,341.782714
7.920376,9,341.940585
12.624518,14,342.222912
12.624518,14,342.463078
9.453337,11,342.671051
12.939568,15,342.957885
5.283543,6,343.047967
11.41999,14,343.32817
7.009116,8,343.475127
7.09073,8,343.622455
12.596741,14,343.864447
5.042506,6,343.999172
7.920376,9,344.154751
7.975932,9,344.310054
13.078457,14,344.598267
12.190554,14,344.837734
6.138833,7,344.974373
7.050612,8,345.121393
3.416667,4,345.194113
6.276234,7,345.331453
7.065568,8,345.47933
6.875514,8,345.625353
7.975932,9,345.788003
7.975932,9,345.947684
6.879201,8,346.093992
13.134012,14,346.395756
7.009116,8,346.546296
5.284129,6,346.635563
4.114538,5,346.715437
4.283333,5,346.83423
10.697768,14,347.071607
12.633051,15,347.355662
13.800679,15,347.641939
4.146217,5,347.723466
7.049781,8,347.870039
7.842258,9,348.024614
12.218331,14,348.299825
13.134012,14,348.546498
13.078457,14,348.826561
9.460273,11,348.997321
8.62694,10,349.195985
11.41999,14,349.431148
13.745123,15,349.719528
7.864821,9,349.876506
11.889155,15,350.170142
4.062884,5,350.251736
3.236629,4,350.326356
13.217346,15,350.609091
7.734564,9,350.764819
6.653882,8,350.911448
3.914788,5,351.033561
5.673431,7,351.134766
13.078457,14,351.413168
12.218331,14,351.656179
6.542506,8,351.807511
4.737991,6,351.939774
3.830387,5,352.02213
10.167653,12,352.240041
6.088889,7,352.379815
6.85341,8,352.527558
12.217346,14,352.767905
7.975932,9,352.964463
7.975932,9,353.123912
13.106234,14,353.361467
10.956881,13,353.631195
6.866505,8,353.779681
7.975932,9,353.957216
13.856234,15,354.316284
6.981338,8,354.466453
5.068975,6,354.555643
4.145653,5,354.636718
7.975932,9,354.83581
7.975932,9,354.99669
7.975932,9,355.153082
6.241405,7,355.293814
7.975932,9,355.450981
5.158372,6,355.579128
5.941795,7,355.679568
6.989008,8,355.832104
5.916205,7,355.977146
7.892598,9,356.161448
11.530664,13,356.434398
6.135993,7,356.538511
11.641775,13,356.81052
6.057453,7,356.908317
11.669285,13,357.180074
7.022003,8,357.332535
8.031487,9,357.490817
11.466052,14,357.728943
8.097625,9,357.9234
7.087433,8,358.072252
5.199621,6,358.163689
6.241405,7,358.298674
7.975932,9,358.457712
3.398383,4,358.531458
13.872571,15,358.824237
9.524864,11,359.030522
13.689568,15,359.280272
12.333036,16,359.574155
13.828457,15,359.861831
13.134012,14,360.144278
6.225797,7,360.242772
6.838991,8,360.391221
12.218331,14,360.678686
4.158117,5,360.75885
4.980815,6,360.887293
13.078457,14,361.129748
13.856234,15,361.413204
13.050679,14,361.65015
7.257396,8,361.79529
4.207037,5,361.917616
7.257396,8,362.064266
5.206925,6,362.152583
5.199621,6,362.283591
6.276234,7,362.383943
6.241405,7,362.523522
7.856616,9,362.677016
10.727046,12,362.903528
8.180249,10,363.114654
6.995056,8,363.25942
5.230815,6,363.347785
6.994226,8,363.495416
4.154658,5,363.61799
13.689568,15,363.868531
4.146217,5,363.989206
8.059265,9,364.151191
7.975932,9,364.3116
8.059265,9,364.471896
6.942419,8,364.618624
6.182107,7,364.757541
7.975932,9,364.917385
3.347945,4,364.98951
6.838991,8,365.136423
5.058983,6,365.267917
6.993719,8,365.415832
6.755657,8,365.564046
5.111292,6,365.65232
7.975932,9,365.850607
7.81448,9,366.012293
4.237991,5,366.094625
6.914641,8,366.241149
5.182115,6,366.368408
3.363553,4,366.444089
5.093096,6,366.533527
7.009116,8,366.678504
5.176639,6,366.805039
4.347945,5,366.887791
3.347945,4,366.961957
6.079618,7,367.099243
6.950777,8,367.250222
11.41999,14,367.489706
4.398383,5,367.568995
3.398383,4,367.646626
13.134012,14,367.945577
11.170983,14,368.193844
11.059872,14,368.468904
7.257396,8,368.615967
13.022901,14,368.85249
11.225537,14,369.14074
7.257396,8,369.288333
7.257396,8,369.439544
3.444444,4,369.512555
6.096541,7,369.648886
6.812116,8,369.795062
8.579711,10,369.957713
4.182436,5,370.040662
13.078447,14,370.319435
13.883735,15,370.611447
13.856234,15,370.855691
6.921083,8,371.002672
13.91179,15,371.295925
7.589,9,371.456627
7.829753,9,371.649226
13.745123,15,371.896219
12.716385,15,372.191269
5.1881,6,372.319361
13.828457,15,372.564786
5.022411,6,372.693808
12.218331,14,372.934627
7.022003,8,373.082027
6.99709,8,373.22821
13.856234,15,373.517333
7.07839,8,373.667281
8.620004,10,373.866417
13.856234,15,374.130898
6.915098,8,374.285522
11.972488,15,374.581846
12.218331,14,374.864984
11.392212,14,375.105792
6.847522,8,375.252212
4.234815,5,375.337356
11.41999,14,375.614175
13.050679,14,375.854505
4.146217,5,375.977689
6.338889,7,376.077065
6.856679,8,376.226596
4.347945,5,376.343729
7.257396,8,376.493487
11.364434,14,376.732092
6.912238,8,376.877111
13.911789,15,377.164606
13.828457,15,377.458061
13.856234,15,377.710156
5.161563,6,377.83616
8.014388,9,377.992911
7.257396,8,378.139759
3.248121,4,378.214605
4.363553,5,378.295914
11.41999,14,378.573301
3.416667,4,378.644761
6.225797,7,378.784258
6.831044,8,378.933669
4.210213,5,379.04348
4.370605,5,379.124193
7.087433,8,379.274645
12.467345,14,379.556508
13.106234,14,379.79611
7.257396,8,379.947728
3.444444,4,380.0211
6.072794,7,380.162506
7.257396,8,380.309889
4.923979,6,380.397584
